不想 不願意、不要。
不想 不去思慮。
地 結構助詞。用在副詞之後。
地 區域。
歲 時光。
歲 年。
歲 年齡。
歲 年。
在 表示處所、位置。
在 決定、依靠。
在 表示時間。
在 決定、依靠。
在 存、存活。
在 決定、依靠。
在 表示動作正在進行。
在 決定、依靠。
在 居於、處於。
在 決定、依靠。
在 表示範疇。
在 決定、依靠。
麻 用麻加工製成的。
麻 知覺喪失或變得遲鈍。
麻 聽到、看到或想到某事時，引起的不舒服感覺。
麻 知覺喪失或變得遲鈍。
麻 知覺發麻的。
麻 知覺喪失或變得遲鈍。
麻 煩多而瑣碎。
麻 知覺喪失或變得遲鈍。
麻 喪服。
麻 知覺喪失或變得遲鈍。
麻 表面有瘢痕而粗糙的。
麻 知覺喪失或變得遲鈍。
事 人類所作所為及自然界的一切現象、活動，都稱為「事」。
事 變故。
乾脆 索性。
乾脆 爽快、簡捷。
聽 裁決、裁斷。
聽 任由、任憑。
聽 量詞。計算罐頭食品的單位。為英語 tin的音譯。
聽 任由、任憑。
聽 治理、處理。
聽 任由、任憑。
聽 用耳朵收受聲音。
聽 任由、任憑。
聽 順從、服從。
聽 任由、任憑。
聽 採信、取信。
聽 任由、任憑。
棒 形容技術高、能力強。
棒 棒球比賽中依序上場的打擊者，或接力賽跑輪番上陣的選手。
棒 粗木棍。
棒 棒球比賽中依序上場的打擊者，或接力賽跑輪番上陣的選手。
棒 引申為工作的傳承或責任的替換。
棒 棒球比賽中依序上場的打擊者，或接力賽跑輪番上陣的選手。
圈 外圓中空的東西或形狀。
圈 量詞。計算環繞次數的單位。
圈 畫圈作記號。
圈 量詞。計算環繞次數的單位。
圈 飼養獸畜的地方。
圈 量詞。計算環繞次數的單位。
圈 指特定的行業範疇。
圈 量詞。計算環繞次數的單位。
圈 把四周包圍、環繞起來。
圈 量詞。計算環繞次數的單位。
圈 收管、關住。
圈 量詞。計算環繞次數的單位。
劃 擦掠。
劃 用刀子或其他利器從物體表面拖拉而過。
劃 設計、籌謀。
劃 用刀子或其他利器從物體表面拖拉而過。
劃 分開、分界。
劃 用刀子或其他利器從物體表面拖拉而過。
人 某種類型、身分的人。
人 人的品格和性情。
人 每人。
人 人的品格和性情。
人 具有高度智慧和靈性，且能製造並使用工具以進行勞動的高等動物。
人 人的品格和性情。
人 別人、他人。
人 人的品格和性情。
糟 不好、敗壞。
糟 腐爛、腐朽。
重 物體的分量大。與「輕」相對。
重 濃、厚。
反正 一反與一正。
反正 敵對的一方向我方投降。
反正 無論如何。
反正 敵對的一方向我方投降。
如 順從、依照。
如 表示舉例。
如 往、至。
如 表示舉例。
如 及、比得上。
如 表示舉例。
如 如同、好像。
如 表示舉例。
如 形容詞詞尾。相當於「然」，表情形或狀況。
如 表示舉例。
冷戰 因寒冷或緊張而發抖。
冷戰 比喻人與人間，除肢體、語言的衝突外，任何緊張、對峙的狀態。
無 不論、不管。
無 沒有。
開放 花開。
開放 取消不必要的禁制，任人自由活動。
工具 比喻用以達到目的的一切事物。
工具 工作時所用的器具。
關 息，使作用或功能停止。
關 牽涉、連繫。
關 控制機器開啟或停止的機件。
關 牽涉、連繫。
關 領取。
關 牽涉、連繫。
關 拘禁。
關 牽涉、連繫。
關 掩閉、閉合。與「開」相對。
關 牽涉、連繫。
關 國境或邊險要塞的出入口。
關 牽涉、連繫。
動作 活動。
動作 態勢。
跟 腳的後部。
跟 鞋子的後部。
跟 對、向。
跟 鞋子的後部。
跟 和、與。
跟 鞋子的後部。
總 全面、全部。
總 一直、一向。
總 終究。
總 一直、一向。
總 統括、全部的。
總 一直、一向。
跑 為某事奔走忙碌。
跑 往、到。
跑 快走。
跑 往、到。
跑 逃走、躲避。
跑 往、到。
跑 物體離開應當的位置。
跑 往、到。
看起來 關起來。
看起來 從外表上觀看。
了 完畢、結束。
了 置於句末或句中停頓處。表示不耐煩、勸止等意思。
了 完全。與否定語「不」、「無」等連用。有「一點也不……」的意思。
了 置於句末或句中停頓處。表示不耐煩、勸止等意思。
了 置於動詞後，表示動作的結束。
了 置於句末或句中停頓處。表示不耐煩、勸止等意思。
了 與「得」、「不」等連用，表示可能或不可能。
了 置於句末或句中停頓處。表示不耐煩、勸止等意思。
了 聰明、慧黠。
了 置於句末或句中停頓處。表示不耐煩、勸止等意思。
求 懇託、乞助。
求 要求。
求 找尋、探索、設法得到。
求 要求。
選 挑選編輯成冊的作品。
選 挑揀、擇取。
選 被挑中的人或物。
選 挑揀、擇取。
選 特指選舉活動。
選 挑揀、擇取。
過 轉移。
過 與「來」、「去」等連用，表示動作的趨向。
過 錯誤。
過 與「來」、「去」等連用，表示動作的趨向。
過 太、甚。
過 與「來」、「去」等連用，表示動作的趨向。
過 用於動詞後，表示曾經或已經的意思。
過 與「來」、「去」等連用，表示動作的趨向。
過 度。
過 與「來」、「去」等連用，表示動作的趨向。
過 忍受、領受。
過 與「來」、「去」等連用，表示動作的趨向。
過 超出、超越。
過 與「來」、「去」等連用，表示動作的趨向。
過 死亡、逝世。
過 與「來」、「去」等連用，表示動作的趨向。
帶 含著、呈現。
帶 一種婦科症狀。
帶 地球表面依緯度劃分的氣候區。
帶 一種婦科症狀。
帶 地區、區域。
帶 一種婦科症狀。
帶 隨身攜著、拿著。
帶 一種婦科症狀。
帶 泛指長條狀的物體。
帶 一種婦科症狀。
帶 率領、引導。
帶 一種婦科症狀。
常 固定不變的。
常 長久不變的。
常 規律的、定期的。
常 長久不變的。
常 時時、一次又一次，表示頻繁的意思。
常 長久不變的。
常 倫理關係。
常 長久不變的。
常 普通的、一般的。
常 長久不變的。
有 某，表示不確定。
有 豐足、富裕。
有 多，表示時間久或年齡大。
有 豐足、富裕。
有 置於名詞前，作音節的襯字。
有 豐足、富裕。
有 用於整數與餘數之間，表示數目的附加。
有 豐足、富裕。
有 表事實、狀況的正面存在，與「無」相對。
有 豐足、富裕。
有 故意。
有 豐足、富裕。
會 時機。
會 為一定目的成立的團體組織。
會 能、能夠。
會 為一定目的成立的團體組織。
會 集合、聚合。
會 為一定目的成立的團體組織。
會 大城市、行政中心。
會 為一定目的成立的團體組織。
會 統計、計算。
會 為一定目的成立的團體組織。
會 相見、見面。
會 為一定目的成立的團體組織。
會 多數人的集會、聚會。
會 為一定目的成立的團體組織。
會 付款。
會 為一定目的成立的團體組織。
會 瞭解、領悟。
會 為一定目的成立的團體組織。
會 可能。多用於疑問語氣。
會 為一定目的成立的團體組織。
些 用於形容詞後面，表示比較下少許的差別。
些 少量、一點。
些 量詞。計算事物不確定數量的單位。
些 少量、一點。
未 沒有。
未 不。表示否定的意思。
本 演出的底本。
本 書籍、字畫、碑帖等。
本 根據、依憑。
本 書籍、字畫、碑帖等。
本 起初的、原來的。
本 書籍、字畫、碑帖等。
本 主要的、中心的。
本 書籍、字畫、碑帖等。
本 稱自己或自己這方。
本 書籍、字畫、碑帖等。
本 古代奏達皇帝的文書。
本 書籍、字畫、碑帖等。
本 母金、資金。
本 書籍、字畫、碑帖等。
本 事物的本原、根源。
本 書籍、字畫、碑帖等。
本 現在的、目前的。
本 書籍、字畫、碑帖等。
精 神怪稱為「精」。
精 細緻、細密。與「粗」相對。
精 佳、最好。
精 細緻、細密。與「粗」相對。
精 品質優良。
精 細緻、細密。與「粗」相對。
精 心神。
精 細緻、細密。與「粗」相對。
精 極、甚、非常。
精 細緻、細密。與「粗」相對。
精 嫻熟、擅長。
精 細緻、細密。與「粗」相對。
精 男性的精液。
精 細緻、細密。與「粗」相對。
精 物質經過提煉後，純淨無雜質的部分。
精 細緻、細密。與「粗」相對。
心情 興致、情趣。
心情 心神、情緒。
回 謝絕、辭去。
回 答覆。
回 還覆給對方相同或某種動作。
回 答覆。
回 返、歸。
回 答覆。
回 避開。
回 答覆。
回 掉轉。
回 答覆。
回 改變。
回 答覆。
撐 支持、抵住。
撐 張開。
撐 飽、充滿。
撐 張開。
撐 用竹篙撥水使船前進。
撐 張開。
因 憑藉、依據、利用。
因 原由、緣故。
因 由於。
因 原由、緣故。
因 承襲、沿襲。
因 原由、緣故。
接 交際、招待。
接 連續、連接。
接 承受、托住。
接 連續、連接。
接 交合、相觸。
接 連續、連接。
接 收、受。
接 連續、連接。
接 替換使延續。
接 連續、連接。
亮 顯露、展示。
亮 聲音響亮清澈。
亮 忠貞正直。
亮 聲音響亮清澈。
亮 明朗、光亮。
亮 聲音響亮清澈。
掛 死、完蛋。
掛 將話筒放回電話機上切斷通訊。
掛 懸吊。
掛 將話筒放回電話機上切斷通訊。
掛 帶著。
掛 將話筒放回電話機上切斷通訊。
掛 打電話。
掛 將話筒放回電話機上切斷通訊。
掉 減退、剝落。
掉 擺動、搖動。
掉 回轉、轉動。
掉 擺動、搖動。
掉 落下。
掉 擺動、搖動。
掉 遺失、遺漏。
掉 擺動、搖動。
掉 置動詞之後，表示動作完成。
掉 擺動、搖動。
掉 對換、替換。
掉 擺動、搖動。
高 物體直立時上下的長度。
高 優良。
高 超越一般水準的、等級在上的。
高 優良。
高 聲音尖銳激昂的。
高 優良。
高 年紀老的。
高 優良。
高 價格貴的。
高 優良。
高 高的地方。
高 優良。
包含 寬容、原諒。
包含 包括。
連 接合、接續。
連 把、將。
開機 收看或收聽節目。
開機 開動機器。常用於廣播或電視節目正式開始製作或播出節目。
差 不好。
差 因比較而產生區別。
差 欠缺、短少。
差 因比較而產生區別。
差 數學上指兩數相減所得的數。
差 因比較而產生區別。
通 流暢、暢達。
通 共同的。
通 淵博。
通 共同的。
通 熟悉某種事物的人。
通 共同的。
東西 譏罵人的話。
東西 東方與西方。
這 立刻、馬上。
這 指示形容詞。
套 用言語設計問出實情。
套 用套拴繫。
套 加在東西外面的罩蓋物。
套 用套拴繫。
套 拉攏。
套 用套拴繫。
套 互相配合、銜接或重疊。
套 用套拴繫。
套 成組的。
套 用套拴繫。
套 量詞。計算成組事物的單位。
套 用套拴繫。
套 綁住、限制住。
套 用套拴繫。
套 加罩。
套 用套拴繫。
套 繩圈兒。
套 用套拴繫。
套 房屋向一端發展。
套 用套拴繫。
套 拴繫牲口以拉車的皮繩或麻繩組。
套 用套拴繫。
套 技巧、動作、事件等。
套 用套拴繫。
套 獲取。
套 用套拴繫。
套 河流或山脈轉折彎曲的地方。
套 用套拴繫。
套 罩在外面的。
套 用套拴繫。
見 看法、見解。
見 會晤、接待。
見 拜會、訪問。
見 會晤、接待。
見 遇到。
見 會晤、接待。
見 顯露、顯出。
見 會晤、接待。
見 表示逐漸的趨向、趨勢。
見 會晤、接待。
見 看到、看見。
見 會晤、接待。
見 用在動詞前，表示主體對所涉及的對象如何。
見 會晤、接待。
要 關鍵、重點。
要 概括、總括。用於文言文。
要 需要。
要 概括、總括。用於文言文。
要 要麼的簡稱。表示選擇的關係。
要 概括、總括。用於文言文。
要 應該。
要 概括、總括。用於文言文。
要 收為己有。
要 概括、總括。用於文言文。
要 請求、拜託。
要 概括、總括。用於文言文。
要 重大的、重要的。
要 概括、總括。用於文言文。
要 如果。表示假設的關係。
要 概括、總括。用於文言文。
要 表示提醒或命令人做某事。
要 概括、總括。用於文言文。
要 求取。
要 概括、總括。用於文言文。
要 脅迫。
要 概括、總括。用於文言文。
要 索取、討取。
要 概括、總括。用於文言文。
要 即將。
要 概括、總括。用於文言文。
好 容易。
好 相善、彼此親愛。
好 痊癒。
好 相善、彼此親愛。
好 置於某些動詞之前，表效果佳。
好 相善、彼此親愛。
好 心中所喜愛的事。
好 相善、彼此親愛。
好 可以、應該。
好 相善、彼此親愛。
好 完成、完畢。
好 相善、彼此親愛。
好 表示稱讚或允許。
好 相善、彼此親愛。
好 表示責備或不滿意的語氣。
好 相善、彼此親愛。
好 置於數量詞或時間詞之前，表示多或久的意思。
好 相善、彼此親愛。
好 很、非常。表示程度深。
好 相善、彼此親愛。
好 美、善，理想的。
好 相善、彼此親愛。
好 愛、喜愛。
好 相善、彼此親愛。
好 完整的、沒壞的。
好 相善、彼此親愛。
好 友愛的。
好 相善、彼此親愛。
覺 睡眠。
覺 量詞。計算入睡次數的單位。
實在 誠實、可靠。
實在 實牢、堅固。
實在 實際、其實。
實在 實牢、堅固。
女 女性的、雌性的。
女 女兒。
女 女子，與「男」相對。
女 女兒。
格 修辭的方法稱為「格」。
格 量詞。計算容器刻度的單位。
格 架子的分層。
格 量詞。計算容器刻度的單位。
今 現在的、當前的。
今 現代。與「古」相對。
他 其它方面的。
他 另外的、別的。
以 置動詞後，無義。
以 以色列的簡稱。
以 加在前、後、左、右、上、下、往、來、東、西、南、北等字之前，表時空和方位的界限。
以 以色列的簡稱。
以 用。
以 以色列的簡稱。
以 目的在於。
以 以色列的簡稱。
以 認為。
以 以色列的簡稱。
代 歷史的階段、分期。
代 輪流更換。
代 量詞。計算輩分的單位。
代 輪流更換。
代 泛指時間。
代 輪流更換。
代 替代、替換。
代 輪流更換。
剛 表示時間，指情況或行動不久前才發生過，相當於「才」、「方才」。
剛 強勁的。
剛 恰好。
剛 強勁的。
剛 正直無私。
剛 強勁的。
件 物品、器具。
件 量詞。計算個體事物的單位。
則 規範、榜樣。
則 便、就。
則 量詞。計算文字分項段落的單位。
則 便、就。
則 卻、而。
則 便、就。
則 法度、規章。
則 便、就。
份 量詞。計算定量事物的單位。
份 整體中的一個單位。
前 次序在先的。
前 已成歷史的。
前 前任的簡稱。
前 已成歷史的。
前 未來的。
前 已成歷史的。
前 過去的、較早的。與「後」相對。
前 已成歷史的。
前 在正面的、臉所向的一面。與「後」相對。
前 已成歷史的。
前 向前走。
前 已成歷史的。
新生 剛入學的學生。
新生 充滿新契機的生命或生活。
新生 剛出現或剛出生。
新生 充滿新契機的生命或生活。
新生 棄舊重生。
新生 充滿新契機的生命或生活。
嫌 處於可疑的地位。
嫌 怨隙、仇怨。
嫌 厭惡、討厭。
嫌 怨隙、仇怨。
資料 生產、生活中必需的東西。
資料 可供參考或研究的材料。
多久 詢問時間的長短。
多久 時間不長。
意思 情趣、趣味。
意思 意旨、意義。
意思 誠意、送人東西時的客氣話。
意思 意旨、意義。
意思 道義、交情。
意思 意旨、意義。
板 音樂的節拍。
板 
板 呆滯不活潑或固執不變。
板 
板 片狀的木料。
板 
板 繃緊。
板 
板 量詞。計算受杖刑笞打次數的單位。
板 
門 人體身上的孔竅。
門 類別。
門 生物學上分類系統所用的等級之一。
門 類別。
門 建築物或車、船等可以開關的出入口，也指設於出入口能關閉的裝置。
門 類別。
門 家族、門第。
門 類別。
門 關鍵、要點、方法。
門 類別。
門 形狀或作用像門的物體。
門 類別。
開 消散。
開 揭曉。
開 始做某種行為、動作。
開 揭曉。
開 分離。
開 揭曉。
開 發掘、拓展。
開 揭曉。
開 量詞。計算紙張大小尺寸的單位。切割一大張紙為若干分之一稱為「開」。
開 創辦、設立。
開 發射。
開 揭曉。
開 條列、列敘。
開 創辦、設立。
開 啟、張。
開 支付。
開 舒張、綻放。
開 支付。
開 引導、啟發。
開 支付。
開 發動、啟行、駕駛。
開 支付。
開 沸騰。
開 揭曉。
開 舉行。
開 揭曉。
開 免除、取消。
開 揭曉。
開 割、剖。
開 揭曉。
間 兩者之中。
間 量詞。計算房屋等建築物的單位。
間 分隔、分開。
間 量詞。計算房屋等建築物的單位。
間 偶爾。
間 量詞。計算房屋等建築物的單位。
間 空隙。
間 量詞。計算房屋等建築物的單位。
間 挑撥、分化。
間 量詞。計算房屋等建築物的單位。
間 時候。
間 量詞。計算房屋等建築物的單位。
間 私下的、偷偷的、不公開的。
間 量詞。計算房屋等建築物的單位。
間 處所、地方、一定面積的建築。
間 量詞。計算房屋等建築物的單位。
比例 比較同類數量的倍數關係，其中一數是另一數的幾倍或幾分之幾。
比例 事物在整體中所占的分量。
記 記載事物的書籍或文字。
記 標幟或符號。
記 載錄。
記 標幟或符號。
記 量詞。計算敲擊次數的單位。
記 標幟或符號。
記 將事物印象留在腦海中。
記 標幟或符號。
難得 不易獲得。
難得 可貴、可幸的意思。
難得 諷刺的語氣，是可貴、可幸的相反義。
難得 可貴、可幸的意思。
貼 虧損、賠損。
貼 黏附。
提 振作。
提 舀酒、油等的長柄器具。
提 把預定時間往前移。
提 舀酒、油等的長柄器具。
提 用手懸空拿著。
提 舀酒、油等的長柄器具。
提 領取。
提 舀酒、油等的長柄器具。
提 說、談。
提 舀酒、油等的長柄器具。
提 從下往上移。
提 舀酒、油等的長柄器具。
提 舉出、揭示。
提 舀酒、油等的長柄器具。
學習 效法。
學習 受教研習。
換 更改、變易。
換 互易、對調。
比賽 指競技、較量的事情。
比賽 比較本領、技能的高低或優劣。
送 犧牲。
送 供應。
送 傳遞。
送 供應。
送 告別。
送 供應。
送 贈給。
送 供應。
送 陪伴著走。
送 供應。
送 輸運。
送 供應。
希望 心中有所期盼。
希望 心中的想望、期待。
肯定 一定、毫無問題。
肯定 明白、確定。
肯定 表示同意、贊成。
肯定 明白、確定。
肯定 承認事物的價值。
肯定 明白、確定。
裝置 機器、儀器或設備中的零件。
裝置 安裝配置。
誤解 不正確的看法、見解。
誤解 理解錯誤、判斷錯誤。
趕上 碰巧遇上。
趕上 比得上。
感受 感染。
感受 感覺、領會。
到 抵達、到達。
到 往、去。
到 周密。
到 往、去。
口味 對食品的嗜好。
口味 對事物的愛好。
刻 雕鏤。
刻 時候。亦指短暫的時間。
刻 程度深的。
刻 時候。亦指短暫的時間。
刻 牢記。
刻 時候。亦指短暫的時間。
能 能力、才幹。
能 一種日本古典戲劇。由猿樂發展的歌舞劇，以動作、表情和音樂表現。
能 有才幹的。
能 一種日本古典戲劇。由猿樂發展的歌舞劇，以動作、表情和音樂表現。
能 可以、能夠。
能 一種日本古典戲劇。由猿樂發展的歌舞劇，以動作、表情和音樂表現。
別 特殊、與眾不同。
別 分離、離開。
別 插著、卡住。
別 分離、離開。
