"x"
"落" 23
"為" 21
"而" 20
"惡" 19
"與" 19
"齊" 19
"子" 18
"比" 18
"疏" 18
"之" 17
"許" 17
"以" 16
"行" 16
"表" 16
"折" 15
"於" 15
"白" 15
"薄" 15
"還" 15
"須" 15
"休" 14
"直" 14
"若" 14
"鄉" 14
"其" 13
"局" 13
"引" 13
"格" 13
"然" 13
"適" 13
"那" 13
"金" 13
"長" 13
"世" 12
"可" 12
"尋" 12
"已" 12
"張" 12
"惟" 12
"招" 12
"散" 12
"數" 12
"明" 12
"臨" 12
"資" 12
"先" 11
"危" 11
"卷" 11
"大" 11
"差" 11
"從" 11
"抑" 11
"施" 11
"款" 11
"班" 11
"監" 11
"約" 11
"素" 11
"累" 11
"能" 11
"脫" 11
"荒" 11
"著" 11
"被" 11
"要" 11
"謂" 11
"貳" 11
"遂" 11
"錯" 11
"靈" 11
"順" 11
"乃" 10
"乾淨" 10
"便" 10
"倒" 10
"反" 10
"品" 10
"固" 10
"墨" 10
"奇" 10
"守" 10
"完" 10
"封" 10
"席" 10
"干" 10
"平" 10
"強" 10
"彈" 10
"微" 10
"意" 10
"所" 10
"托" 10
"支" 10
"斯" 10
"日" 10
"橫" 10
"次" 10
"止" 10
"淺" 10
"漏" 10
"版" 10
"由" 10
"策" 10
"管" 10
"經" 10
"考" 10
"自" 10
"致" 10
"蓋" 10
"見" 10
"賴" 10
"越" 10
"跨" 10
"車" 10
"造" 10
"遊" 10
"道" 10
"飛" 10
"一" 9
"不行" 9
"井" 9
"亡" 9
"京" 9
"代" 9
"使" 9
"傾" 9
"內" 9
"則" 9
"勤" 9
"勾" 9
"區" 9
"原" 9
"去" 9
"執" 9
"夏" 9
"家" 9
"左右" 9
"廣" 9
"扣" 9
"探" 9
"攝" 9
"料" 9
"更" 9
"柄" 9
"校" 9
"機" 9
"水" 9
"無" 9
"畜" 9
"畫" 9
"當" 9
"病" 9
"知" 9
"破" 9
"稍" 9
"索" 9
"縱" 9
"繩" 9
"羅" 9
"虛" 9
"裝" 9
"解" 9
"言" 9
"赫" 9
"過" 9
"都" 9
"配" 9
"醜" 9
"重" 9
"風" 9
"黑" 9
"點" 9
"下" 8
"也" 8
"云" 8
"交" 8
"交通" 8
"人事" 8
"兄弟" 8
"共" 8
"冷" 8
"列" 8
"副" 8
"取" 8
"合" 8
"呼" 8
"唐" 8
"唯" 8
"圓" 8
"壯" 8
"夫" 8
"奏" 8
"好處" 8
"孫" 8
"寶" 8
"將" 8
"小" 8
"少" 8
"尖" 8
"屬" 8
"布" 8
"幕" 8
"度" 8
"式" 8
"後" 8
"復" 8
"思" 8
"房" 8
"抵" 8
"抹" 8
"拍" 8
"拿" 8
"掌" 8
"排" 8
"文" 8
"族" 8
"易" 8
"景" 8
"暈" 8
"曲" 8
"會" 8
"月" 8
"本" 8
"業" 8
"檢" 8
"毛" 8
"沉" 8
"油" 8
"法" 8
"波" 8
"浮" 8
"烈" 8
"爛" 8
"狂" 8
"王" 8
"疊" 8
"目" 8
"相" 8
"看" 8
"福" 8
"端" 8
"答應" 8
"維" 8
"老" 8
"耳" 8
"聽" 8
"腐" 8
"腹" 8
"般" 8
"英" 8
"融" 8
"血" 8
"衝" 8
"觀" 8
"討" 8
"說" 8
"課" 8
"貼" 8
"足" 8
"軍" 8
"轉" 8
"辭" 8
"鎖" 8
"鑽" 8
"開" 8
"陳" 8
"頭腦" 8
"馮" 8
"高" 8
"一時" 7
"不" 7
"不然" 7
"不過" 7
"且" 7
"主" 7
"乾" 7
"亦" 7
"作" 7
"信" 7
"假" 7
"偏" 7
"元" 7
"光明" 7
"兒" 7
"公社" 7
"具" 7
"凶" 7
"分" 7
"判" 7
"加" 7
"勁" 7
"務" 7
"北" 7
"叢" 7
"句" 7
"台" 7
"右" 7
"吐" 7
"吟" 7
"呀" 7
"和" 7
"哀" 7
"員" 7
"善" 7
"噴" 7
"回頭" 7
"因" 7
"圈" 7
"地" 7
"堂" 7
"塗" 7
"外" 7
"多" 7
"大人" 7
"天府" 7
"夾" 7
"女" 7
"奸" 7
"好事" 7
"孔" 7
"宜" 7
"室" 7
"害" 7
"寫" 7
"專" 7
"對付" 7
"尤" 7
"居" 7
"帶" 7
"幹" 7
"幾" 7
"弦" 7
"德" 7
"心" 7
"念" 7
"急" 7
"應" 7
"我" 7
"才" 7
"把" 7
"抗" 7
"挨" 7
"捐" 7
"提" 7
"播" 7
"方" 7
"春" 7
"曾" 7
"末" 7
"核" 7
"正" 7
"淡" 7
"湯" 7
"無端" 7
"熱" 7
"率" 7
"球" 7
"理" 7
"用" 7
"登" 7
"章" 7
"粉" 7
"純" 7
"絕" 7
"罷" 7
"義" 7
"習" 7
"聞" 7
"聲" 7
"背" 7
"臣" 7
"至" 7
"葉" 7
"藏" 7
"號" 7
"西" 7
"親" 7
"角" 7
"語" 7
"走" 7
"起" 7
"身" 7
"較" 7
"遲" 7
"遼" 7
"里" 7
"鐵" 7
"門戶" 7
"開發" 7
"間" 7
"除" 7
"陪" 7
"際" 7
"電" 7
"響" 7
"題" 7
"顧" 7
"食" 7
"飽" 7
"養" 7
"一口" 6
"丁" 6
"上" 6
"上下" 6
"上手" 6
"上面" 6
"上頭" 6
"不管" 6
"不足" 6
"中正" 6
"乍" 6
"事" 6
"二" 6
"交代" 6
"人家" 6
"似" 6
"但" 6
"何" 6
"佛" 6
"來" 6
"便宜" 6
"偶" 6
"先生" 6
"光" 6
"免" 6
"入" 6
"八" 6
"出" 6
"刀" 6
"切" 6
"刊" 6
"刑" 6
"初" 6
"別" 6
"剝" 6
"劫" 6
"包" 6
"南" 6
"卻" 6
"原本" 6
"友" 6
"可憐" 6
"可是" 6
"吃" 6
"向" 6
"君" 6
"吳" 6
"告" 6
"哈" 6
"啊" 6
"單" 6
"嘗" 6
"嚼" 6
"回" 6
"坐" 6
"報" 6
"失" 6
"套" 6
"如何" 6
"字" 6
"官" 6
"定" 6
"宛轉" 6
"客人" 6
"家門" 6
"寒" 6
"審" 6
"寬" 6
"射" 6
"對" 6
"就" 6
"岸" 6
"弱" 6
"影響" 6
"往" 6
"待" 6
"忍" 6
"志" 6
"怒" 6
"感" 6
"戶" 6
"所以" 6
"打" 6
"打發" 6
"抱" 6
"抽" 6
"招呼" 6
"拜" 6
"按" 6
"採" 6
"推" 6
"揉" 6
"搬" 6
"摸" 6
"擬" 6
"政" 6
"教" 6
"新" 6
"斷" 6
"旋" 6
"既" 6
"日子" 6
"早" 6
"是" 6
"時" 6
"書" 6
"服" 6
"期" 6
"枚" 6
"枯" 6
"案" 6
"梁" 6
"條" 6
"極" 6
"槍" 6
"樂" 6
"次第" 6
"歸" 6
"毋" 6
"江" 6
"海" 6
"混" 6
"清淡" 6
"準" 6
"滾" 6
"漸" 6
"火" 6
"烏" 6
"照" 6
"熟" 6
"片" 6
"牟" 6
"牧" 6
"理論" 6
"生活" 6
"界" 6
"略" 6
"百" 6
"眼" 6
"矣" 6
"社" 6
"移" 6
"竹" 6
"算" 6
"箱" 6
"系" 6
"紅" 6
"給" 6
"緊" 6
"練" 6
"縮" 6
"翹" 6
"臥" 6
"臺" 6
"花" 6
"茲" 6
"草" 6
"莫" 6
"藍" 6
"處" 6
"觸" 6
"訪" 6
"訴" 6
"誦" 6
"調" 6
"諸" 6
"變" 6
"豔" 6
"貨" 6
"費" 6
"質" 6
"趁" 6
"追" 6
"達" 6
"部" 6
"閑" 6
"露" 6
"非" 6
"頓" 6
"頗" 6
"頭" 6
"首" 6
"香" 6
"騎" 6
"驚" 6
"黨" 6
"一向" 5
"一味" 5
"一手" 5
"一概" 5
"一等" 5
"一貫" 5
"三" 5
"下來" 5
"不妨" 5
"不當" 5
"不耐煩" 5
"中外" 5
"中間" 5
"串" 5
"主張" 5
"乘" 5
"交接" 5
"人" 5
"人口" 5
"人情" 5
"人物" 5
"仇" 5
"他" 5
"仗" 5
"令" 5
"任" 5
"位" 5
"低" 5
"低頭" 5
"佔" 5
"作成" 5
"作法" 5
"依" 5
"倉" 5
"倍" 5
"假設" 5
"偽" 5
"備" 5
"傳" 5
"像" 5
"兼" 5
"冰" 5
"出來" 5
"出入" 5
"出口" 5
"分解" 5
"利器" 5
"到底" 5
"剛" 5
"剛剛" 5
"劇" 5
"劉" 5
"力" 5
"功用" 5
"動靜" 5
"勞動" 5
"南風" 5
"博士" 5
"厚薄" 5
"又" 5
"口" 5
"只" 5
"可能" 5
"同" 5
"名字" 5
"后" 5
"吾" 5
"呆" 5
"咸" 5
"哪" 5
"唱" 5
"喉舌" 5
"喔" 5
"嘻" 5
"圖書" 5
"在" 5
"地方" 5
"地步" 5
"地頭" 5
"均" 5
"域" 5
"墳" 5
"壓" 5
"大學" 5
"大家" 5
"大方" 5
"大都" 5
"天地" 5
"天氣" 5
"夫人" 5
"如" 5
"妙" 5
"姊妹" 5
"姐姐" 5
"存" 5
"家長" 5
"小姐" 5
"尚" 5
"尺寸" 5
"山東" 5
"山河" 5
"師範" 5
"年" 5
"底" 5
"度量" 5
"廣大" 5
"引子" 5
"弟子" 5
"彎" 5
"形勢" 5
"徘徊" 5
"循" 5
"微微" 5
"怎麼" 5
"怪" 5
"惠" 5
"惹" 5
"愛" 5
"慈" 5
"憑" 5
"懶" 5
"或" 5
"戲" 5
"扔" 5
"扯" 5
"批" 5
"抓" 5
"押" 5
"拒" 5
"挑" 5
"捕" 5
"掉" 5
"插" 5
"搭" 5
"搶" 5
"撒" 5
"擔" 5
"據" 5
"擱" 5
"攤" 5
"支持" 5
"放" 5
"敷" 5
"文章" 5
"旁" 5
"明白" 5
"春風" 5
"時候" 5
"時間" 5
"晚" 5
"曰" 5
"未" 5
"本事" 5
"查" 5
"柱" 5
"棒" 5
"概" 5
"樓" 5
"橋" 5
"權" 5
"步" 5
"歲" 5
"殺" 5
"毒" 5
"氣勢" 5
"求" 5
"沒" 5
"沿" 5
"泡" 5
"活" 5
"活動" 5
"活路" 5
"洽" 5
"涼" 5
"清明" 5
"清楚" 5
"滅" 5
"滿" 5
"潔" 5
"潛" 5
"灌" 5
"父" 5
"爽" 5
"牙" 5
"牛" 5
"牽" 5
"狼" 5
"獨立" 5
"甚" 5
"生" 5
"生氣" 5
"生理" 5
"田" 5
"甲" 5
"男" 5
"男女" 5
"番" 5
"瘉" 5
"皮" 5
"盤" 5
"相應" 5
"省" 5
"看看" 5
"短" 5
"示" 5
"秋" 5
"稱" 5
"究竟" 5
"竟" 5
"箕" 5
"粟" 5
"粥" 5
"精神" 5
"糞" 5
"終" 5
"組織" 5
"結" 5
"絲" 5
"線" 5
"縣" 5
"總" 5
"繼" 5
"纏" 5
"缺" 5
"置" 5
"美人" 5
"翁" 5
"翻" 5
"者" 5
"耐" 5
"聖人" 5
"聚" 5
"肉" 5
"胡" 5
"能力" 5
"脆" 5
"腔" 5
"腰" 5
"葉子" 5
"藉" 5
"蟲" 5
"行人" 5
"裂" 5
"裡" 5
"製" 5
"視" 5
"訂" 5
"計較" 5
"試" 5
"該" 5
"詳" 5
"說話" 5
"請" 5
"諸子" 5
"識" 5
"豆" 5
"負" 5
"贏" 5
"路" 5
"辨" 5
"農" 5
"退步" 5
"逐" 5
"通" 5
"連" 5
"進" 5
"道路" 5
"選" 5
"鄰" 5
"野" 5
"量" 5
"門" 5
"閉" 5
"闖" 5
"雖" 5
"雙" 5
"雲" 5
"零" 5
"需" 5
"靜" 5
"面" 5
"音" 5
"韻律" 5
"領" 5
"顏色" 5
"風氣" 5
"餐" 5
"餘" 5
"骨" 5
"鬥" 5
"鳥" 5
"麥" 5
"麼" 5
"黃" 5
"黏" 5
"龍" 5
"一同" 4
"一度" 4
"一旦" 4
"一樣" 4
"一流" 4
"一直" 4
"一起" 4
"一道" 4
"一邊" 4
"一點" 4
"七" 4
"丈夫" 4
"下達" 4
"下降" 4
"不及" 4
"不安" 4
"不平" 4
"不得" 4
"不明" 4
"不易" 4
"不由" 4
"不能" 4
"不解" 4
"不論" 4
"不錯" 4
"丙" 4
"丟" 4
"並" 4
"中" 4
"中國" 4
"中央" 4
"中心" 4
"主持" 4
"久" 4
"乙" 4
"亂" 4
"了事" 4
"予" 4
"事件" 4
"事情" 4
"交流" 4
"交涉" 4
"享" 4
"亮" 4
"人心" 4
"人文" 4
"仍" 4
"休息" 4
"位元" 4
"何謂" 4
"作家" 4
"作業" 4
"便是" 4
"信用" 4
"修" 4
"個" 4
"們" 4
"借" 4
"值" 4
"假如" 4
"做" 4
"做作" 4
"偷" 4
"僅" 4
"價" 4
"價值" 4
"充" 4
"兇" 4
"先天" 4
"先後" 4
"光榮" 4
"光頭" 4
"兒子" 4
"入口" 4
"入門" 4
"內地" 4
"內外" 4
"全" 4
"六" 4
"具備" 4
"冊" 4
"冬" 4
"出身" 4
"出門" 4
"分別" 4
"分子" 4
"分析" 4
"到" 4
"前" 4
"前言" 4
"力量" 4
"功課" 4
"勢" 4
"包袱" 4
"包裹" 4
"北門" 4
"十" 4
"千" 4
"千萬" 4
"南北" 4
"南海" 4
"卡" 4
"即" 4
"受命" 4
"口氣" 4
"可惜" 4
"司" 4
"各自" 4
"合作" 4
"同仁" 4
"同志" 4
"向來" 4
"含" 4
"吵" 4
"呼吸" 4
"咀嚼" 4
"和諧" 4
"哎" 4
"哥" 4
"哦" 4
"商量" 4
"問" 4
"喜" 4
"單薄" 4
"單調" 4
"嗎" 4
"嚴謹" 4
"囉" 4
"四" 4
"因緣" 4
"固然" 4
"國人" 4
"土地" 4
"地盤" 4
"地面" 4
"城" 4
"場面" 4
"堵" 4
"填" 4
"境界" 4
"墮落" 4
"壁" 4
"壓力" 4
"外人" 4
"多少" 4
"夜" 4
"大作" 4
"大夫" 4
"大綱" 4
"天" 4
"太過" 4
"太陽" 4
"女兒" 4
"女子" 4
"好" 4
"好好" 4
"妄" 4
"始" 4
"始終" 4
"子女" 4
"季" 4
"學院" 4
"它" 4
"宇宙" 4
"安心" 4
"宋" 4
"完全" 4
"完成" 4
"定律" 4
"客觀" 4
"家人" 4
"寒流" 4
"封閉" 4
"對面" 4
"小學" 4
"居然" 4
"山" 4
"工作" 4
"左" 4
"巧" 4
"巨" 4
"差不多" 4
"師傅" 4
"帳" 4
"干涉" 4
"平衡" 4
"序" 4
"建" 4
"弓" 4
"影像" 4
"很" 4
"律" 4
"後人" 4
"後來" 4
"得" 4
"必" 4
"忘" 4
"忙" 4
"快" 4
"忽" 4
"怕" 4
"思想" 4
"悄悄" 4
"情況" 4
